"","title","type","text"
"360","The Tragedy of Romeo and Juliet","Tragedy",""
"361","The Tragedy of Romeo and Juliet","Tragedy","  Mon. I would thou wert so happy by thy stay"
"362","The Tragedy of Romeo and Juliet","Tragedy","    To hear true shrift. Come, madam, let's away,"
"363","The Tragedy of Romeo and Juliet","Tragedy","                                     Exeunt [Montague and Wife]."
"364","The Tragedy of Romeo and Juliet","Tragedy",""
"365","The Tragedy of Romeo and Juliet","Tragedy","  Ben. Good morrow, cousin."
"366","The Tragedy of Romeo and Juliet","Tragedy",""
"367","The Tragedy of Romeo and Juliet","Tragedy","  Rom. Is the day so young?"
"368","The Tragedy of Romeo and Juliet","Tragedy",""
"369","The Tragedy of Romeo and Juliet","Tragedy","  Ben. But new struck nine."
"370","The Tragedy of Romeo and Juliet","Tragedy",""
"371","The Tragedy of Romeo and Juliet","Tragedy","  Rom. Ay me! sad hours seem long."
"372","The Tragedy of Romeo and Juliet","Tragedy","    Was that my father that went hence so fast?"
"373","The Tragedy of Romeo and Juliet","Tragedy",""
"374","The Tragedy of Romeo and Juliet","Tragedy","  Ben. It was. What sadness lengthens Romeo's hours?"
"375","The Tragedy of Romeo and Juliet","Tragedy",""
"376","The Tragedy of Romeo and Juliet","Tragedy","  Rom. Not having that which having makes them short."
"377","The Tragedy of Romeo and Juliet","Tragedy",""
"378","The Tragedy of Romeo and Juliet","Tragedy","  Ben. In love?"
"379","The Tragedy of Romeo and Juliet","Tragedy",""
"380","The Tragedy of Romeo and Juliet","Tragedy","  Rom. Out-"
"381","The Tragedy of Romeo and Juliet","Tragedy",""
"382","The Tragedy of Romeo and Juliet","Tragedy","  Ben. Of love?"
"383","The Tragedy of Romeo and Juliet","Tragedy",""
"384","The Tragedy of Romeo and Juliet","Tragedy","  Rom. Out of her favour where I am in love."
"385","The Tragedy of Romeo and Juliet","Tragedy",""
"386","The Tragedy of Romeo and Juliet","Tragedy","  Ben. Alas that love, so gentle in his view,"
"387","The Tragedy of Romeo and Juliet","Tragedy","    Should be so tyrannous and rough in proof!"
"388","The Tragedy of Romeo and Juliet","Tragedy",""
"389","The Tragedy of Romeo and Juliet","Tragedy","  Rom. Alas that love, whose view is muffled still,"
"390","The Tragedy of Romeo and Juliet","Tragedy","    Should without eyes see pathways to his will!"
"391","The Tragedy of Romeo and Juliet","Tragedy","    Where shall we dine? O me! What fray was here?"
"392","The Tragedy of Romeo and Juliet","Tragedy","    Yet tell me not, for I have heard it all."
"393","The Tragedy of Romeo and Juliet","Tragedy","    Here's much to do with hate, but more with love."
"394","The Tragedy of Romeo and Juliet","Tragedy","    Why then, O brawling love! O loving hate!"
"395","The Tragedy of Romeo and Juliet","Tragedy","    O anything, of nothing first create!"
"396","The Tragedy of Romeo and Juliet","Tragedy","    O heavy lightness! serious vanity!"
"397","The Tragedy of Romeo and Juliet","Tragedy","    Misshapen chaos of well-seeming forms!"
"398","The Tragedy of Romeo and Juliet","Tragedy","    Feather of lead, bright smoke, cold fire, sick health!"
"399","The Tragedy of Romeo and Juliet","Tragedy","    Still-waking sleep, that is not what it is"
"400","The Tragedy of Romeo and Juliet","Tragedy","    This love feel I, that feel no love in this."
"401","The Tragedy of Romeo and Juliet","Tragedy","    Dost thou not laugh?"
"402","The Tragedy of Romeo and Juliet","Tragedy",""
"403","The Tragedy of Romeo and Juliet","Tragedy","  Ben. No, coz, I rather weep."
"404","The Tragedy of Romeo and Juliet","Tragedy",""
"405","The Tragedy of Romeo and Juliet","Tragedy","  Rom. Good heart, at what?"
"406","The Tragedy of Romeo and Juliet","Tragedy",""
"407","The Tragedy of Romeo and Juliet","Tragedy","  Ben. At thy good heart's oppression."
"408","The Tragedy of Romeo and Juliet","Tragedy",""
"409","The Tragedy of Romeo and Juliet","Tragedy","  Rom. Why, such is love's transgression."
"410","The Tragedy of Romeo and Juliet","Tragedy","    Griefs of mine own lie heavy in my breast,"
"411","The Tragedy of Romeo and Juliet","Tragedy","    Which thou wilt propagate, to have it prest"
"412","The Tragedy of Romeo and Juliet","Tragedy","    With more of thine. This love that thou hast shown"
"413","The Tragedy of Romeo and Juliet","Tragedy","    Doth add more grief to too much of mine own."
"414","The Tragedy of Romeo and Juliet","Tragedy","    Love is a smoke rais'd with the fume of sighs;"
"415","The Tragedy of Romeo and Juliet","Tragedy","    Being purg'd, a fire sparkling in lovers' eyes;"
"416","The Tragedy of Romeo and Juliet","Tragedy","    Being vex'd, a sea nourish'd with lovers' tears."
"417","The Tragedy of Romeo and Juliet","Tragedy","    What is it else? A madness most discreet,"
"418","The Tragedy of Romeo and Juliet","Tragedy","    A choking gall, and a preserving sweet."
"419","The Tragedy of Romeo and Juliet","Tragedy","    Farewell, my coz."
"420","The Tragedy of Romeo and Juliet","Tragedy",""
"421","The Tragedy of Romeo and Juliet","Tragedy","  Ben. Soft! I will go along."
"422","The Tragedy of Romeo and Juliet","Tragedy","    An if you leave me so, you do me wrong."
"423","The Tragedy of Romeo and Juliet","Tragedy",""
"424","The Tragedy of Romeo and Juliet","Tragedy","  Rom. Tut! I have lost myself; I am not here:"
"425","The Tragedy of Romeo and Juliet","Tragedy","    This is not Romeo, he's some other where."
"426","The Tragedy of Romeo and Juliet","Tragedy",""
"427","The Tragedy of Romeo and Juliet","Tragedy","  Ben. Tell me in sadness, who is that you love?"
"428","The Tragedy of Romeo and Juliet","Tragedy",""
"429","The Tragedy of Romeo and Juliet","Tragedy","  Rom. What, shall I groan and tell thee?"
"430","The Tragedy of Romeo and Juliet","Tragedy",""
"431","The Tragedy of Romeo and Juliet","Tragedy","  Ben. Groan? Why, no;"
"432","The Tragedy of Romeo and Juliet","Tragedy","    But sadly tell me who."
"433","The Tragedy of Romeo and Juliet","Tragedy",""
"434","The Tragedy of Romeo and Juliet","Tragedy","  Rom. Bid a sick man in sadness make his will."
"435","The Tragedy of Romeo and Juliet","Tragedy","    Ah, word ill urg'd to one that is so ill!"
"436","The Tragedy of Romeo and Juliet","Tragedy","    In sadness, cousin, I do love a woman."
"437","The Tragedy of Romeo and Juliet","Tragedy",""
"438","The Tragedy of Romeo and Juliet","Tragedy","  Ben. I aim'd so near when I suppos'd you lov'd."
"439","The Tragedy of Romeo and Juliet","Tragedy",""
"440","The Tragedy of Romeo and Juliet","Tragedy","  Rom. A right good markman! And she's fair I love."
"441","The Tragedy of Romeo and Juliet","Tragedy",""
"442","The Tragedy of Romeo and Juliet","Tragedy","  Ben. A right fair mark, fair coz, is soonest hit."
"443","The Tragedy of Romeo and Juliet","Tragedy",""
"444","The Tragedy of Romeo and Juliet","Tragedy","  Rom. Well, in that hit you miss. She'll not be hit"
"445","The Tragedy of Romeo and Juliet","Tragedy","    With Cupid's arrow. She hath Dian's wit,"
"446","The Tragedy of Romeo and Juliet","Tragedy","    And, in strong proof of chastity well arm'd,"
"447","The Tragedy of Romeo and Juliet","Tragedy","    From Love's weak childish bow she lives unharm'd."
"448","The Tragedy of Romeo and Juliet","Tragedy","    She will not stay the siege of loving terms,"
"449","The Tragedy of Romeo and Juliet","Tragedy","    Nor bide th' encounter of assailing eyes,"
"450","The Tragedy of Romeo and Juliet","Tragedy","    Nor ope her lap to saint-seducing gold."
"451","The Tragedy of Romeo and Juliet","Tragedy","    O, she's rich in beauty; only poor"
"452","The Tragedy of Romeo and Juliet","Tragedy","    That, when she dies, with beauty dies her store."
"453","The Tragedy of Romeo and Juliet","Tragedy",""
"454","The Tragedy of Romeo and Juliet","Tragedy","  Ben. Then she hath sworn that she will still live chaste?"
"455","The Tragedy of Romeo and Juliet","Tragedy",""
"456","The Tragedy of Romeo and Juliet","Tragedy","  Rom. She hath, and in that sparing makes huge waste;"
"457","The Tragedy of Romeo and Juliet","Tragedy","    For beauty, starv'd with her severity,"
"458","The Tragedy of Romeo and Juliet","Tragedy","    Cuts beauty off from all posterity."
"459","The Tragedy of Romeo and Juliet","Tragedy","    She is too fair, too wise, wisely too fair,"
"460","The Tragedy of Romeo and Juliet","Tragedy","    To merit bliss by making me despair."
"461","The Tragedy of Romeo and Juliet","Tragedy","    She hath forsworn to love, and in that vow"
"462","The Tragedy of Romeo and Juliet","Tragedy","    Do I live dead that live to tell it now."
"463","The Tragedy of Romeo and Juliet","Tragedy",""
"464","The Tragedy of Romeo and Juliet","Tragedy","  Ben. Be rul'd by me: forget to think of her."
"465","The Tragedy of Romeo and Juliet","Tragedy",""
"466","The Tragedy of Romeo and Juliet","Tragedy","  Rom. O, teach me how I should forget to think!"
"467","The Tragedy of Romeo and Juliet","Tragedy",""
"468","The Tragedy of Romeo and Juliet","Tragedy","  Ben. By giving liberty unto thine eyes."
"469","The Tragedy of Romeo and Juliet","Tragedy","    Examine other beauties."
"470","The Tragedy of Romeo and Juliet","Tragedy",""
"471","The Tragedy of Romeo and Juliet","Tragedy","  Rom. 'Tis the way"
"472","The Tragedy of Romeo and Juliet","Tragedy","    To call hers (exquisite) in question more."
"473","The Tragedy of Romeo and Juliet","Tragedy","    These happy masks that kiss fair ladies' brows,"
"474","The Tragedy of Romeo and Juliet","Tragedy","    Being black puts us in mind they hide the fair."
"475","The Tragedy of Romeo and Juliet","Tragedy","    He that is strucken blind cannot forget"
"476","The Tragedy of Romeo and Juliet","Tragedy","    The precious treasure of his eyesight lost."
"477","The Tragedy of Romeo and Juliet","Tragedy","    Show me a mistress that is passing fair,"
"478","The Tragedy of Romeo and Juliet","Tragedy","    What doth her beauty serve but as a note"
"479","The Tragedy of Romeo and Juliet","Tragedy","    Where I may read who pass'd that passing fair?"
"480","The Tragedy of Romeo and Juliet","Tragedy","    Farewell. Thou canst not teach me to forget."
"481","The Tragedy of Romeo and Juliet","Tragedy",""
"482","The Tragedy of Romeo and Juliet","Tragedy","  Ben. I'll pay that doctrine, or else die in debt.      Exeunt."
"483","The Tragedy of Romeo and Juliet","Tragedy",""
"484","The Tragedy of Romeo and Juliet","Tragedy",""
"485","The Tragedy of Romeo and Juliet","Tragedy",""
"486","The Tragedy of Romeo and Juliet","Tragedy",""
"487","The Tragedy of Romeo and Juliet","Tragedy","Scene II."
"488","The Tragedy of Romeo and Juliet","Tragedy","A Street."
"489","The Tragedy of Romeo and Juliet","Tragedy",""
"490","The Tragedy of Romeo and Juliet","Tragedy","Enter Capulet, County Paris, and [Servant] -the Clown."
"491","The Tragedy of Romeo and Juliet","Tragedy",""
"492","The Tragedy of Romeo and Juliet","Tragedy",""
"493","The Tragedy of Romeo and Juliet","Tragedy","  Cap. But Montague is bound as well as I,"
"494","The Tragedy of Romeo and Juliet","Tragedy","    In penalty alike; and 'tis not hard, I think,"
"495","The Tragedy of Romeo and Juliet","Tragedy","    For men so old as we to keep the peace."
"496","The Tragedy of Romeo and Juliet","Tragedy",""
"497","The Tragedy of Romeo and Juliet","Tragedy","  Par. Of honourable reckoning are you both,"
"498","The Tragedy of Romeo and Juliet","Tragedy","    And pity 'tis you liv'd at odds so long."
"499","The Tragedy of Romeo and Juliet","Tragedy","    But now, my lord, what say you to my suit?"
"500","The Tragedy of Romeo and Juliet","Tragedy",""
"501","The Tragedy of Romeo and Juliet","Tragedy","  Cap. But saying o'er what I have said before:"
"502","The Tragedy of Romeo and Juliet","Tragedy","    My child is yet a stranger in the world,"
"503","The Tragedy of Romeo and Juliet","Tragedy","    She hath not seen the change of fourteen years;"
"504","The Tragedy of Romeo and Juliet","Tragedy","    Let two more summers wither in their pride"
"505","The Tragedy of Romeo and Juliet","Tragedy","    Ere we may think her ripe to be a bride."
"506","The Tragedy of Romeo and Juliet","Tragedy",""
"507","The Tragedy of Romeo and Juliet","Tragedy","  Par. Younger than she are happy mothers made."
"508","The Tragedy of Romeo and Juliet","Tragedy",""
"509","The Tragedy of Romeo and Juliet","Tragedy","  Cap. And too soon marr'd are those so early made."
"510","The Tragedy of Romeo and Juliet","Tragedy","    The earth hath swallowed all my hopes but she;"
"511","The Tragedy of Romeo and Juliet","Tragedy","    She is the hopeful lady of my earth."
"512","The Tragedy of Romeo and Juliet","Tragedy","    But woo her, gentle Paris, get her heart;"
"513","The Tragedy of Romeo and Juliet","Tragedy","    My will to her consent is but a part."
"514","The Tragedy of Romeo and Juliet","Tragedy","    An she agree, within her scope of choice"
"515","The Tragedy of Romeo and Juliet","Tragedy","    Lies my consent and fair according voice."
"516","The Tragedy of Romeo and Juliet","Tragedy","    This night I hold an old accustom'd feast,"
"517","The Tragedy of Romeo and Juliet","Tragedy","    Whereto I have invited many a guest,"
"518","The Tragedy of Romeo and Juliet","Tragedy","    Such as I love; and you among the store,"
"519","The Tragedy of Romeo and Juliet","Tragedy","    One more, most welcome, makes my number more."
"520","The Tragedy of Romeo and Juliet","Tragedy","    At my poor house look to behold this night"
"521","The Tragedy of Romeo and Juliet","Tragedy","    Earth-treading stars that make dark heaven light."
"522","The Tragedy of Romeo and Juliet","Tragedy","    Such comfort as do lusty young men feel"
"523","The Tragedy of Romeo and Juliet","Tragedy","    When well apparell'd April on the heel"
"524","The Tragedy of Romeo and Juliet","Tragedy","    Of limping Winter treads, even such delight"
"525","The Tragedy of Romeo and Juliet","Tragedy","    Among fresh female buds shall you this night"
"526","The Tragedy of Romeo and Juliet","Tragedy","    Inherit at my house. Hear all, all see,"
"527","The Tragedy of Romeo and Juliet","Tragedy","    And like her most whose merit most shall be;"
"528","The Tragedy of Romeo and Juliet","Tragedy","    Which, on more view of many, mine, being one,"
"529","The Tragedy of Romeo and Juliet","Tragedy","    May stand in number, though in reck'ning none."
"530","The Tragedy of Romeo and Juliet","Tragedy","    Come, go with me. [To Servant, giving him a paper] Go,"
"531","The Tragedy of Romeo and Juliet","Tragedy","    sirrah, trudge about"
"532","The Tragedy of Romeo and Juliet","Tragedy","    Through fair Verona; find those persons out"
"533","The Tragedy of Romeo and Juliet","Tragedy","    Whose names are written there, and to them say,"
"534","The Tragedy of Romeo and Juliet","Tragedy","    My house and welcome on their pleasure stay-"
"535","The Tragedy of Romeo and Juliet","Tragedy","                                     Exeunt [Capulet and Paris]."
"536","The Tragedy of Romeo and Juliet","Tragedy",""
"537","The Tragedy of Romeo and Juliet","Tragedy","  Serv. Find them out whose names are written here? It is written"
"538","The Tragedy of Romeo and Juliet","Tragedy","    that the shoemaker should meddle with his yard and the tailor"
"539","The Tragedy of Romeo and Juliet","Tragedy","    with his last, the fisher with his pencil and the painter"
"540","The Tragedy of Romeo and Juliet","Tragedy","    with his nets; but I am sent to find those persons whose names are"
"541","The Tragedy of Romeo and Juliet","Tragedy","    here writ, and can never find what names the writing person"
"542","The Tragedy of Romeo and Juliet","Tragedy","    hath here writ. I must to the learned. In good time!"
"543","The Tragedy of Romeo and Juliet","Tragedy",""
"544","The Tragedy of Romeo and Juliet","Tragedy","                   Enter Benvolio and Romeo."
"545","The Tragedy of Romeo and Juliet","Tragedy",""
